protocol_mode,transaction_id,profile_id,pid_h,mno,lifecycle_link,event,counter,event_time_unix,semantic_scope
standard_rsp,13B9382335182015AB267690CC2A2125,PROFILE-9ee0fd4bf8edb7c085b2,e044e4bc551d4d7bee57fb119d694b76609c7c031b502870f66e5ee29a4caf55,MNO-B,89049032000000000000000000000019,installed,2,1802555619,controlled_audit_log
standard_rsp,13B9382335182015AB267690CC2A2125,PROFILE-9ee0fd4bf8edb7c085b2,e044e4bc551d4d7bee57fb119d694b76609c7c031b502870f66e5ee29a4caf55,MNO-B,89049032000000000000000000000019,enabled,3,1802555629,controlled_audit_log
aura_rsp,8651FCA29DB77E20E431CB72ED78866B,PROFILE-9ee0fd4bf8edb7c085b2,e044e4bc551d4d7bee57fb119d694b76609c7c031b502870f66e5ee29a4caf55,MNO-B,X0i_n2tps1NUEia8cPshBNrXUdrrWWRRXYC7jlLFNKw,downloaded,1,1802555609,controlled_audit_log
aura_rsp,8651FCA29DB77E20E431CB72ED78866B,PROFILE-9ee0fd4bf8edb7c085b2,e044e4bc551d4d7bee57fb119d694b76609c7c031b502870f66e5ee29a4caf55,MNO-B,X0i_n2tps1NUEia8cPshBNrXUdrrWWRRXYC7jlLFNKw,installed,2,1802555619,controlled_audit_log
aura_rsp,8651FCA29DB77E20E431CB72ED78866B,PROFILE-9ee0fd4bf8edb7c085b2,e044e4bc551d4d7bee57fb119d694b76609c7c031b502870f66e5ee29a4caf55,MNO-B,X0i_n2tps1NUEia8cPshBNrXUdrrWWRRXYC7jlLFNKw,enabled,3,1802555629,controlled_audit_log
standard_rsp,21390018AEE600870E9C5A7AA995BF20,PROFILE-74ef9fd6bb5e1d2eb0b7,a6475a8163f129c2911c74ff824abeac6248ad88cb4a830739344fc74c526f01,MNO-A,89049032000000000000000000000049,downloaded,1,1801200530,controlled_audit_log
standard_rsp,21390018AEE600870E9C5A7AA995BF20,PROFILE-74ef9fd6bb5e1d2eb0b7,a6475a8163f129c2911c74ff824abeac6248ad88cb4a830739344fc74c526f01,MNO-A,89049032000000000000000000000049,installed,2,1801200540,controlled_audit_log
standard_rsp,21390018AEE600870E9C5A7AA995BF20,PROFILE-74ef9fd6bb5e1d2eb0b7,a6475a8163f129c2911c74ff824abeac6248ad88cb4a830739344fc74c526f01,MNO-A,89049032000000000000000000000049,enabled,3,1801200550,controlled_audit_log
aura_rsp,4A80CAB0B9ECA0115B2EF5A619C83224,PROFILE-74ef9fd6bb5e1d2eb0b7,a6475a8163f129c2911c74ff824abeac6248ad88cb4a830739344fc74c526f01,MNO-A,eXXA3L061rG7WhmpM_zCHOJ-ixDRn77roQsvFmCgjb8,downloaded,1,1801200530,controlled_audit_log
aura_rsp,4A80CAB0B9ECA0115B2EF5A619C83224,PROFILE-74ef9fd6bb5e1d2eb0b7,a6475a8163f129c2911c74ff824abeac6248ad88cb4a830739344fc74c526f01,MNO-A,eXXA3L061rG7WhmpM_zCHOJ-ixDRn77roQsvFmCgjb8,installed,2,1801200540,controlled_audit_log
aura_rsp,4A80CAB0B9ECA0115B2EF5A619C83224,PROFILE-74ef9fd6bb5e1d2eb0b7,a6475a8163f129c2911c74ff824abeac6248ad88cb4a830739344fc74c526f01,MNO-A,eXXA3L061rG7WhmpM_zCHOJ-ixDRn77roQsvFmCgjb8,enabled,3,1801200550,controlled_audit_log
standard_rsp,1C9085B1D4203D3060701FEC8051BFDA,PROFILE-5f7e5b7bebf1891841d3,5bb51ce24f58b9df0b1f9db2f7fd90f3e22dca75d64a3c49f5edcf1501fd0b93,MNO-B,89049032000000000000000000000052,downloaded,1,1800708493,controlled_audit_log
standard_rsp,1C9085B1D4203D3060701FEC8051BFDA,PROFILE-5f7e5b7bebf1891841d3,5bb51ce24f58b9df0b1f9db2f7fd90f3e22dca75d64a3c49f5edcf1501fd0b93,MNO-B,89049032000000000000000000000052,installed,2,1800708503,controlled_audit_log
standard_rsp,1C9085B1D4203D3060701FEC8051BFDA,PROFILE-5f7e5b7bebf1891841d3,5bb51ce24f58b9df0b1f9db2f7fd90f3e22dca75d64a3c49f5edcf1501fd0b93,MNO-B,89049032000000000000000000000052,enabled,3,1800708513,controlled_audit_log
aura_rsp,E8C51E690EA0D21B385D79CC8999089C,PROFILE-5f7e5b7bebf1891841d3,5bb51ce24f58b9df0b1f9db2f7fd90f3e22dca75d64a3c49f5edcf1501fd0b93,MNO-B,bPqyMDngZSW7oEzqNBwl4F24lDkhycnHF5G_pcWyfHo,downloaded,1,1800708493,controlled_audit_log
aura_rsp,E8C51E690EA0D21B385D79CC8999089C,PROFILE-5f7e5b7bebf1891841d3,5bb51ce24f58b9df0b1f9db2f7fd90f3e22dca75d64a3c49f5edcf1501fd0b93,MNO-B,bPqyMDngZSW7oEzqNBwl4F24lDkhycnHF5G_pcWyfHo,installed,2,1800708503,controlled_audit_log
aura_rsp,E8C51E690EA0D21B385D79CC8999089C,PROFILE-5f7e5b7bebf1891841d3,5bb51ce24f58b9df0b1f9db2f7fd90f3e22dca75d64a3c49f5edcf1501fd0b93,MNO-B,bPqyMDngZSW7oEzqNBwl4F24lDkhycnHF5G_pcWyfHo,enabled,3,1800708513,controlled_audit_log
standard_rsp,88808D46EC3924AEDB080970568BECFB,PROFILE-c1573e2a4239bb8e0625,b47cb9d889433a76c714d433964d515cd38ab969cbabddefdc43e038097f38da,MNO-D,89049032000000000000000000000025,downloaded,1,1802544138,controlled_audit_log
standard_rsp,88808D46EC3924AEDB080970568BECFB,PROFILE-c1573e2a4239bb8e0625,b47cb9d889433a76c714d433964d515cd38ab969cbabddefdc43e038097f38da,MNO-D,89049032000000000000000000000025,installed,2,1802544148,controlled_audit_log
standard_rsp,88808D46EC3924AEDB080970568BECFB,PROFILE-c1573e2a4239bb8e0625,b47cb9d889433a76c714d433964d515cd38ab969cbabddefdc43e038097f38da,MNO-D,89049032000000000000000000000025,enabled,3,1802544158,controlled_audit_log
aura_rsp,C3D018BE103DAF01EC07D151A2092F3D,PROFILE-c1573e2a4239bb8e0625,b47cb9d889433a76c714d433964d515cd38ab969cbabddefdc43e038097f38da,MNO-D,wOj3xFSgj02HMjO7xB2MD2YWJJ5P1RsioQDA_3Kmhu4,downloaded,1,1802544138,controlled_audit_log
aura_rsp,C3D018BE103DAF01EC07D151A2092F3D,PROFILE-c1573e2a4239bb8e0625,b47cb9d889433a76c714d433964d515cd38ab969cbabddefdc43e038097f38da,MNO-D,wOj3xFSgj02HMjO7xB2MD2YWJJ5P1RsioQDA_3Kmhu4,installed,2,1802544148,controlled_audit_log
aura_rsp,C3D018BE103DAF01EC07D151A2092F3D,PROFILE-c1573e2a4239bb8e0625,b47cb9d889433a76c714d433964d515cd38ab969cbabddefdc43e038097f38da,MNO-D,wOj3xFSgj02HMjO7xB2MD2YWJJ5P1RsioQDA_3Kmhu4,enabled,3,1802544158,controlled_audit_log
standard_rsp,AC0116EB7B710506C57122222FDBA342,PROFILE-35c0afe1acd3da3fea10,d21c5c3ba62d74a3e6cae902db7940c3f64a687eed766c8cc613efe6bddc189d,MNO-D,89049032000000000000000000000191,downloaded,1,1801958240,controlled_audit_log
standard_rsp,AC0116EB7B710506C57122222FDBA342,PROFILE-35c0afe1acd3da3fea10,d21c5c3ba62d74a3e6cae902db7940c3f64a687eed766c8cc613efe6bddc189d,MNO-D,89049032000000000000000000000191,installed,2,1801958250,controlled_audit_log
standard_rsp,AC0116EB7B710506C57122222FDBA342,PROFILE-35c0afe1acd3da3fea10,d21c5c3ba62d74a3e6cae902db7940c3f64a687eed766c8cc613efe6bddc189d,MNO-D,89049032000000000000000000000191,enabled,3,1801958260,controlled_audit_log
aura_rsp,A1C1983E0F920220E66DDDE4D82D0E36,PROFILE-35c0afe1acd3da3fea10,d21c5c3ba62d74a3e6cae902db7940c3f64a687eed766c8cc613efe6bddc189d,MNO-D,FuK4SMhShTNIQYjsK05JUUzQIumYbPL6QoGC4L4hROM,downloaded,1,1801958240,controlled_audit_log
aura_rsp,A1C1983E0F920220E66DDDE4D82D0E36,PROFILE-35c0afe1acd3da3fea10,d21c5c3ba62d74a3e6cae902db7940c3f64a687eed766c8cc613efe6bddc189d,MNO-D,FuK4SMhShTNIQYjsK05JUUzQIumYbPL6QoGC4L4hROM,installed,2,1801958250,controlled_audit_log
aura_rsp,A1C1983E0F920220E66DDDE4D82D0E36,PROFILE-35c0afe1acd3da3fea10,d21c5c3ba62d74a3e6cae902db7940c3f64a687eed766c8cc613efe6bddc189d,MNO-D,FuK4SMhShTNIQYjsK05JUUzQIumYbPL6QoGC4L4hROM,enabled,3,1801958260,controlled_audit_log
standard_rsp,EEF17E021EF02610F17BBB3951494F56,PROFILE-00f6b465ab9459ebc771,17243c95bba6fa2bf4e0b9b12b4567c05f63b84ab3fba75e18b176ca200c85f6,MNO-A,89049032000000000000000000000145,downloaded,1,1800567943,controlled_audit_log
standard_rsp,EEF17E021EF02610F17BBB3951494F56,PROFILE-00f6b465ab9459ebc771,17243c95bba6fa2bf4e0b9b12b4567c05f63b84ab3fba75e18b176ca200c85f6,MNO-A,89049032000000000000000000000145,installed,2,1800567953,controlled_audit_log
standard_rsp,EEF17E021EF02610F17BBB3951494F56,PROFILE-00f6b465ab9459ebc771,17243c95bba6fa2bf4e0b9b12b4567c05f63b84ab3fba75e18b176ca200c85f6,MNO-A,89049032000000000000000000000145,enabled,3,1800567963,controlled_audit_log
aura_rsp,ACF2B5BB6C13AF270F539EA1CA3D26E2,PROFILE-00f6b465ab9459ebc771,17243c95bba6fa2bf4e0b9b12b4567c05f63b84ab3fba75e18b176ca200c85f6,MNO-A,SqOWmalMsD0UJ0LwbRvnmPi56c25Sh2-0C5COv2_yqw,downloaded,1,1800567943,controlled_audit_log
aura_rsp,ACF2B5BB6C13AF270F539EA1CA3D26E2,PROFILE-00f6b465ab9459ebc771,17243c95bba6fa2bf4e0b9b12b4567c05f63b84ab3fba75e18b176ca200c85f6,MNO-A,SqOWmalMsD0UJ0LwbRvnmPi56c25Sh2-0C5COv2_yqw,installed,2,1800567953,controlled_audit_log
aura_rsp,ACF2B5BB6C13AF270F539EA1CA3D26E2,PROFILE-00f6b465ab9459ebc771,17243c95bba6fa2bf4e0b9b12b4567c05f63b84ab3fba75e18b176ca200c85f6,MNO-A,SqOWmalMsD0UJ0LwbRvnmPi56c25Sh2-0C5COv2_yqw,enabled,3,1800567963,controlled_audit_log
standard_rsp,4F2FC2C71A4FB36BADC7F29384F29D8C,PROFILE-2e3b22d3c5951a44aa59,644609b704b1d2e3bbfd04b68a3393eee47e6b7557b306e55e9ce45be831d22b,MNO-B,89049032000000000000000000000221,downloaded,1,1800799061,controlled_audit_log
standard_rsp,4F2FC2C71A4FB36BADC7F29384F29D8C,PROFILE-2e3b22d3c5951a44aa59,644609b704b1d2e3bbfd04b68a3393eee47e6b7557b306e55e9ce45be831d22b,MNO-B,89049032000000000000000000000221,installed,2,1800799071,controlled_audit_log
standard_rsp,4F2FC2C71A4FB36BADC7F29384F29D8C,PROFILE-2e3b22d3c5951a44aa59,644609b704b1d2e3bbfd04b68a3393eee47e6b7557b306e55e9ce45be831d22b,MNO-B,89049032000000000000000000000221,enabled,3,1800799081,controlled_audit_log
aura_rsp,6E6D483A08EA85108D6B5FCAE98622FB,PROFILE-2e3b22d3c5951a44aa59,644609b704b1d2e3bbfd04b68a3393eee47e6b7557b306e55e9ce45be831d22b,MNO-B,3GJSmnQe-sT_WhG2y4B5NMzfQ952dHwAi2gDapT2H-M,downloaded,1,1800799061,controlled_audit_log
aura_rsp,6E6D483A08EA85108D6B5FCAE98622FB,PROFILE-2e3b22d3c5951a44aa59,644609b704b1d2e3bbfd04b68a3393eee47e6b7557b306e55e9ce45be831d22b,MNO-B,3GJSmnQe-sT_WhG2y4B5NMzfQ952dHwAi2gDapT2H-M,installed,2,1800799071,controlled_audit_log
aura_rsp,6E6D483A08EA85108D6B5FCAE98622FB,PROFILE-2e3b22d3c5951a44aa59,644609b704b1d2e3bbfd04b68a3393eee47e6b7557b306e55e9ce45be831d22b,MNO-B,3GJSmnQe-sT_WhG2y4B5NMzfQ952dHwAi2gDapT2H-M,enabled,3,1800799081,controlled_audit_log
standard_rsp,97729E87FCF0690F06DF1D7D3C0BCBDF,PROFILE-a1a736f899c22cf24baa,9272b21120a393e2a077c03ca533f8630333852042f80acb41653d1107ec8c38,MNO-C,89049032000000000000000000000079,downloaded,1,1800241856,controlled_audit_log
standard_rsp,97729E87FCF0690F06DF1D7D3C0BCBDF,PROFILE-a1a736f899c22cf24baa,9272b21120a393e2a077c03ca533f8630333852042f80acb41653d1107ec8c38,MNO-C,89049032000000000000000000000079,installed,2,1800241866,controlled_audit_log
standard_rsp,97729E87FCF0690F06DF1D7D3C0BCBDF,PROFILE-a1a736f899c22cf24baa,9272b21120a393e2a077c03ca533f8630333852042f80acb41653d1107ec8c38,MNO-C,89049032000000000000000000000079,enabled,3,1800241876,controlled_audit_log
aura_rsp,F319FC3DD7B2FC1B30FA5F86115EBDF7,PROFILE-a1a736f899c22cf24baa,9272b21120a393e2a077c03ca533f8630333852042f80acb41653d1107ec8c38,MNO-C,kzJwgt3MDe2jlZnpMOpM9aE_ALayQfXjsCaqeO0x2Ic,downloaded,1,1800241856,controlled_audit_log
aura_rsp,F319FC3DD7B2FC1B30FA5F86115EBDF7,PROFILE-a1a736f899c22cf24baa,9272b21120a393e2a077c03ca533f8630333852042f80acb41653d1107ec8c38,MNO-C,kzJwgt3MDe2jlZnpMOpM9aE_ALayQfXjsCaqeO0x2Ic,installed,2,1800241866,controlled_audit_log
aura_rsp,F319FC3DD7B2FC1B30FA5F86115EBDF7,PROFILE-a1a736f899c22cf24baa,9272b21120a393e2a077c03ca533f8630333852042f80acb41653d1107ec8c38,MNO-C,kzJwgt3MDe2jlZnpMOpM9aE_ALayQfXjsCaqeO0x2Ic,enabled,3,1800241876,controlled_audit_log
standard_rsp,05C822CA2650E47D66A0C6E18DB8BFF6,PROFILE-22ed2cc742709646133f,9d1614a4feef929e535c3ba75213128a7c1cc86ce58abf16d0ab28d3e6d83962,MNO-D,89049032000000000000000000000020,downloaded,1,1802099513,controlled_audit_log
standard_rsp,05C822CA2650E47D66A0C6E18DB8BFF6,PROFILE-22ed2cc742709646133f,9d1614a4feef929e535c3ba75213128a7c1cc86ce58abf16d0ab28d3e6d83962,MNO-D,89049032000000000000000000000020,installed,2,1802099523,controlled_audit_log
standard_rsp,05C822CA2650E47D66A0C6E18DB8BFF6,PROFILE-22ed2cc742709646133f,9d1614a4feef929e535c3ba75213128a7c1cc86ce58abf16d0ab28d3e6d83962,MNO-D,89049032000000000000000000000020,enabled,3,1802099533,controlled_audit_log
aura_rsp,10306AB70713B11E054EE411382138BF,PROFILE-22ed2cc742709646133f,9d1614a4feef929e535c3ba75213128a7c1cc86ce58abf16d0ab28d3e6d83962,MNO-D,PZkuGJwbw5h-urSlJ2eavcM3hVA9GRbKs0KSXt-y2nM,downloaded,1,1802099513,controlled_audit_log
aura_rsp,10306AB70713B11E054EE411382138BF,PROFILE-22ed2cc742709646133f,9d1614a4feef929e535c3ba75213128a7c1cc86ce58abf16d0ab28d3e6d83962,MNO-D,PZkuGJwbw5h-urSlJ2eavcM3hVA9GRbKs0KSXt-y2nM,installed,2,1802099523,controlled_audit_log
aura_rsp,10306AB70713B11E054EE411382138BF,PROFILE-22ed2cc742709646133f,9d1614a4feef929e535c3ba75213128a7c1cc86ce58abf16d0ab28d3e6d83962,MNO-D,PZkuGJwbw5h-urSlJ2eavcM3hVA9GRbKs0KSXt-y2nM,enabled,3,1802099533,controlled_audit_log
standard_rsp,FFF52B7409D3CCE05FDAD53DB7AA6ABB,PROFILE-c78c674aaf17fc478d94,fba45a2e75a91500feabd2129fa9bc411340dfc2123e0234c3c9a45d7ffd0c6f,MNO-B,89049032000000000000000000000245,downloaded,1,1802156361,controlled_audit_log
standard_rsp,FFF52B7409D3CCE05FDAD53DB7AA6ABB,PROFILE-c78c674aaf17fc478d94,fba45a2e75a91500feabd2129fa9bc411340dfc2123e0234c3c9a45d7ffd0c6f,MNO-B,89049032000000000000000000000245,installed,2,1802156371,controlled_audit_log
standard_rsp,FFF52B7409D3CCE05FDAD53DB7AA6ABB,PROFILE-c78c674aaf17fc478d94,fba45a2e75a91500feabd2129fa9bc411340dfc2123e0234c3c9a45d7ffd0c6f,MNO-B,89049032000000000000000000000245,enabled,3,1802156381,controlled_audit_log
aura_rsp,CAB68B7FE04A8B57B2BA46BEBED54C92,PROFILE-c78c674aaf17fc478d94,fba45a2e75a91500feabd2129fa9bc411340dfc2123e0234c3c9a45d7ffd0c6f,MNO-B,gvgz6Gjufjt3GYmDdAFhvPipRYv8uGt1wLZCPGuD5m4,downloaded,1,1802156361,controlled_audit_log
aura_rsp,CAB68B7FE04A8B57B2BA46BEBED54C92,PROFILE-c78c674aaf17fc478d94,fba45a2e75a91500feabd2129fa9bc411340dfc2123e0234c3c9a45d7ffd0c6f,MNO-B,gvgz6Gjufjt3GYmDdAFhvPipRYv8uGt1wLZCPGuD5m4,installed,2,1802156371,controlled_audit_log
aura_rsp,CAB68B7FE04A8B57B2BA46BEBED54C92,PROFILE-c78c674aaf17fc478d94,fba45a2e75a91500feabd2129fa9bc411340dfc2123e0234c3c9a45d7ffd0c6f,MNO-B,gvgz6Gjufjt3GYmDdAFhvPipRYv8uGt1wLZCPGuD5m4,enabled,3,1802156381,controlled_audit_log
standard_rsp,B763638277570D926D3DE6960F6BAEA6,PROFILE-74c4b72991442d14c90c,a1e16747be7a05dba1916a3e09344dd319f5541dd4bd485ed63093e50e953fd7,MNO-B,89049032000000000000000000000158,downloaded,1,1800316883,controlled_audit_log
standard_rsp,B763638277570D926D3DE6960F6BAEA6,PROFILE-74c4b72991442d14c90c,a1e16747be7a05dba1916a3e09344dd319f5541dd4bd485ed63093e50e953fd7,MNO-B,89049032000000000000000000000158,installed,2,1800316893,controlled_audit_log
standard_rsp,B763638277570D926D3DE6960F6BAEA6,PROFILE-74c4b72991442d14c90c,a1e16747be7a05dba1916a3e09344dd319f5541dd4bd485ed63093e50e953fd7,MNO-B,89049032000000000000000000000158,enabled,3,1800316903,controlled_audit_log
aura_rsp,DEB21FBD4332A57DE3C2C9E79555562B,PROFILE-74c4b72991442d14c90c,a1e16747be7a05dba1916a3e09344dd319f5541dd4bd485ed63093e50e953fd7,MNO-B,YMS4Ys4IKX-dWtgJ-dS6CtQKdwL5Q3qDlrRwaFh-GcU,downloaded,1,1800316883,controlled_audit_log
aura_rsp,DEB21FBD4332A57DE3C2C9E79555562B,PROFILE-74c4b72991442d14c90c,a1e16747be7a05dba1916a3e09344dd319f5541dd4bd485ed63093e50e953fd7,MNO-B,YMS4Ys4IKX-dWtgJ-dS6CtQKdwL5Q3qDlrRwaFh-GcU,installed,2,1800316893,controlled_audit_log
aura_rsp,DEB21FBD4332A57DE3C2C9E79555562B,PROFILE-74c4b72991442d14c90c,a1e16747be7a05dba1916a3e09344dd319f5541dd4bd485ed63093e50e953fd7,MNO-B,YMS4Ys4IKX-dWtgJ-dS6CtQKdwL5Q3qDlrRwaFh-GcU,enabled,3,1800316903,controlled_audit_log
standard_rsp,F25612692BA9337E47202DF6674077C4,PROFILE-cfe428cc499db00da891,d588701f26fe9c4c5f5824b1e3ebee874e19bc64fd217b2fcd791e04027f255d,MNO-B,89049032000000000000000000000062,downloaded,1,1800512022,controlled_audit_log
standard_rsp,F25612692BA9337E47202DF6674077C4,PROFILE-cfe428cc499db00da891,d588701f26fe9c4c5f5824b1e3ebee874e19bc64fd217b2fcd791e04027f255d,MNO-B,89049032000000000000000000000062,installed,2,1800512032,controlled_audit_log
standard_rsp,F25612692BA9337E47202DF6674077C4,PROFILE-cfe428cc499db00da891,d588701f26fe9c4c5f5824b1e3ebee874e19bc64fd217b2fcd791e04027f255d,MNO-B,89049032000000000000000000000062,enabled,3,1800512042,controlled_audit_log
aura_rsp,C1223EAF3A58F7F846B1DF65FD406352,PROFILE-cfe428cc499db00da891,d588701f26fe9c4c5f5824b1e3ebee874e19bc64fd217b2fcd791e04027f255d,MNO-B,n1860SFp4HyIq8VYCjwNmydGaXhCCmVKP8p9FRTbuII,downloaded,1,1800512022,controlled_audit_log
aura_rsp,C1223EAF3A58F7F846B1DF65FD406352,PROFILE-cfe428cc499db00da891,d588701f26fe9c4c5f5824b1e3ebee874e19bc64fd217b2fcd791e04027f255d,MNO-B,n1860SFp4HyIq8VYCjwNmydGaXhCCmVKP8p9FRTbuII,installed,2,1800512032,controlled_audit_log
aura_rsp,C1223EAF3A58F7F846B1DF65FD406352,PROFILE-cfe428cc499db00da891,d588701f26fe9c4c5f5824b1e3ebee874e19bc64fd217b2fcd791e04027f255d,MNO-B,n1860SFp4HyIq8VYCjwNmydGaXhCCmVKP8p9FRTbuII,enabled,3,1800512042,controlled_audit_log
standard_rsp,1E61094F21D87C2E0ECFAE20D0E5C610,PROFILE-05c4fc80b38fbfd9ecf6,fa7972fbb0d0b89801683c0a2b5ad9d8b86d8ca27ef0861b2f5efc14c29118b1,MNO-A,89049032000000000000000000000075,downloaded,1,1801399464,controlled_audit_log
standard_rsp,1E61094F21D87C2E0ECFAE20D0E5C610,PROFILE-05c4fc80b38fbfd9ecf6,fa7972fbb0d0b89801683c0a2b5ad9d8b86d8ca27ef0861b2f5efc14c29118b1,MNO-A,89049032000000000000000000000075,installed,2,1801399474,controlled_audit_log
standard_rsp,1E61094F21D87C2E0ECFAE20D0E5C610,PROFILE-05c4fc80b38fbfd9ecf6,fa7972fbb0d0b89801683c0a2b5ad9d8b86d8ca27ef0861b2f5efc14c29118b1,MNO-A,89049032000000000000000000000075,enabled,3,1801399484,controlled_audit_log
aura_rsp,F901AB34F3A8B14007443D9F3CFAAAA3,PROFILE-05c4fc80b38fbfd9ecf6,fa7972fbb0d0b89801683c0a2b5ad9d8b86d8ca27ef0861b2f5efc14c29118b1,MNO-A,0L2YpgHQ_QWhuA41S1imhY-Db6ei6_iszsCkaTlDTPU,downloaded,1,1801399464,controlled_audit_log
aura_rsp,F901AB34F3A8B14007443D9F3CFAAAA3,PROFILE-05c4fc80b38fbfd9ecf6,fa7972fbb0d0b89801683c0a2b5ad9d8b86d8ca27ef0861b2f5efc14c29118b1,MNO-A,0L2YpgHQ_QWhuA41S1imhY-Db6ei6_iszsCkaTlDTPU,installed,2,1801399474,controlled_audit_log
aura_rsp,F901AB34F3A8B14007443D9F3CFAAAA3,PROFILE-05c4fc80b38fbfd9ecf6,fa7972fbb0d0b89801683c0a2b5ad9d8b86d8ca27ef0861b2f5efc14c29118b1,MNO-A,0L2YpgHQ_QWhuA41S1imhY-Db6ei6_iszsCkaTlDTPU,enabled,3,1801399484,controlled_audit_log
standard_rsp,D5D5FA96BFCFCE679205AAE9B8D99313,PROFILE-d1aede3f04e0b38cbfe2,dab1d01fcae04c27c54545e539e113c56707c4063ec1af31259a66792cbf4b38,MNO-C,89049032000000000000000000000029,downloaded,1,1801166975,controlled_audit_log
standard_rsp,D5D5FA96BFCFCE679205AAE9B8D99313,PROFILE-d1aede3f04e0b38cbfe2,dab1d01fcae04c27c54545e539e113c56707c4063ec1af31259a66792cbf4b38,MNO-C,89049032000000000000000000000029,installed,2,1801166985,controlled_audit_log
standard_rsp,D5D5FA96BFCFCE679205AAE9B8D99313,PROFILE-d1aede3f04e0b38cbfe2,dab1d01fcae04c27c54545e539e113c56707c4063ec1af31259a66792cbf4b38,MNO-C,89049032000000000000000000000029,enabled,3,1801166995,controlled_audit_log
aura_rsp,154DF41457A446EA1D2FE5B95BBD067D,PROFILE-d1aede3f04e0b38cbfe2,dab1d01fcae04c27c54545e539e113c56707c4063ec1af31259a66792cbf4b38,MNO-C,uXlzDSwiwHQ3Zu5HEOCsPwubinlZd2z_qBrKjgQYD2Q,downloaded,1,1801166975,controlled_audit_log
aura_rsp,154DF41457A446EA1D2FE5B95BBD067D,PROFILE-d1aede3f04e0b38cbfe2,dab1d01fcae04c27c54545e539e113c56707c4063ec1af31259a66792cbf4b38,MNO-C,uXlzDSwiwHQ3Zu5HEOCsPwubinlZd2z_qBrKjgQYD2Q,installed,2,1801166985,controlled_audit_log
aura_rsp,154DF41457A446EA1D2FE5B95BBD067D,PROFILE-d1aede3f04e0b38cbfe2,dab1d01fcae04c27c54545e539e113c56707c4063ec1af31259a66792cbf4b38,MNO-C,uXlzDSwiwHQ3Zu5HEOCsPwubinlZd2z_qBrKjgQYD2Q,enabled,3,1801166995,controlled_audit_log
standard_rsp,4A20EA2171E211B229FB536B72780A11,PROFILE-d5b60d77f1de4b1ac832,e903c5c1d57e2beedc7c7caa413af1b47efc432d5e24d0e1716c24dfd1efb331,MNO-B,89049032000000000000000000000138,downloaded,1,1800739938,controlled_audit_log
standard_rsp,4A20EA2171E211B229FB536B72780A11,PROFILE-d5b60d77f1de4b1ac832,e903c5c1d57e2beedc7c7caa413af1b47efc432d5e24d0e1716c24dfd1efb331,MNO-B,89049032000000000000000000000138,installed,2,1800739948,controlled_audit_log
standard_rsp,4A20EA2171E211B229FB536B72780A11,PROFILE-d5b60d77f1de4b1ac832,e903c5c1d57e2beedc7c7caa413af1b47efc432d5e24d0e1716c24dfd1efb331,MNO-B,89049032000000000000000000000138,enabled,3,1800739958,controlled_audit_log
aura_rsp,D15BBEC38D2AB6FB8D5817249F4A2084,PROFILE-d5b60d77f1de4b1ac832,e903c5c1d57e2beedc7c7caa413af1b47efc432d5e24d0e1716c24dfd1efb331,MNO-B,3GuOzmuBrCju303-cEPmvicMPtt1nsav1NQcZ5ygEOE,downloaded,1,1800739938,controlled_audit_log
aura_rsp,D15BBEC38D2AB6FB8D5817249F4A2084,PROFILE-d5b60d77f1de4b1ac832,e903c5c1d57e2beedc7c7caa413af1b47efc432d5e24d0e1716c24dfd1efb331,MNO-B,3GuOzmuBrCju303-cEPmvicMPtt1nsav1NQcZ5ygEOE,installed,2,1800739948,controlled_audit_log
aura_rsp,D15BBEC38D2AB6FB8D5817249F4A2084,PROFILE-d5b60d77f1de4b1ac832,e903c5c1d57e2beedc7c7caa413af1b47efc432d5e24d0e1716c24dfd1efb331,MNO-B,3GuOzmuBrCju303-cEPmvicMPtt1nsav1NQcZ5ygEOE,enabled,3,1800739958,controlled_audit_log
standard_rsp,F1C0817F29B035F00A8654B77C64AA3F,PROFILE-56b0b9c97a954ef54b53,f9802929f869709d36fe6db1e3ca1f50f6754e9cac68914526fbc3375d5fe008,MNO-D,89049032000000000000000000000093,downloaded,1,1801725382,controlled_audit_log
standard_rsp,F1C0817F29B035F00A8654B77C64AA3F,PROFILE-56b0b9c97a954ef54b53,f9802929f869709d36fe6db1e3ca1f50f6754e9cac68914526fbc3375d5fe008,MNO-D,89049032000000000000000000000093,installed,2,1801725392,controlled_audit_log
standard_rsp,F1C0817F29B035F00A8654B77C64AA3F,PROFILE-56b0b9c97a954ef54b53,f9802929f869709d36fe6db1e3ca1f50f6754e9cac68914526fbc3375d5fe008,MNO-D,89049032000000000000000000000093,enabled,3,1801725402,controlled_audit_log
aura_rsp,E75523FA47DF11B261FB8C6A65067BC1,PROFILE-56b0b9c97a954ef54b53,f9802929f869709d36fe6db1e3ca1f50f6754e9cac68914526fbc3375d5fe008,MNO-D,jXsIBvd9ojgUUaYKv6FEhHYkundazuVD6T8oVN1aNL4,downloaded,1,1801725382,controlled_audit_log
aura_rsp,E75523FA47DF11B261FB8C6A65067BC1,PROFILE-56b0b9c97a954ef54b53,f9802929f869709d36fe6db1e3ca1f50f6754e9cac68914526fbc3375d5fe008,MNO-D,jXsIBvd9ojgUUaYKv6FEhHYkundazuVD6T8oVN1aNL4,installed,2,1801725392,controlled_audit_log
