protocol_mode,transaction_id,I_ac,logical_download_id,true_device_id,mno,profile_id
standard_rsp,81CF2F4FCDE0123AC9BD1A7F70D802F9,MID-ECBC0E939B1349CE785EDDA6A4AF17E6,D0157-M01,Device-0157,MNO-A,PROFILE-4d7f1395a19741033e12
aura_rsp,3CA6CE3E13A0A7B859ED851DEFC93C46,IAC-5A7E11937B16EAF9DFD22D4DAF77AC60,D0157-M01,Device-0157,MNO-A,PROFILE-4d7f1395a19741033e12
standard_rsp,B88961B7CB611540020B786CC0ED71EE,MID-C3F875F6FDD3E8DF8913C309C5736A16,D0013-M01,Device-0013,MNO-A,PROFILE-03ad4bc502cb39f864dc
aura_rsp,A2F98110FB157DFF33B48FAB4A869895,IAC-54D64018A646AF8DE32E6C71DB00652F,D0013-M01,Device-0013,MNO-A,PROFILE-03ad4bc502cb39f864dc
standard_rsp,065EB03F798ADEFD3B1509383873EEDC,MID-EB68E35469E29E90D3BDD9F429060F3E,D0033-M03,Device-0033,MNO-C,PROFILE-3506c1c4f9103bc92e98
aura_rsp,8971E755F24929B7A875A269F7A6254B,IAC-841F3938D1C35927AEF9E2B0B0990210,D0033-M03,Device-0033,MNO-C,PROFILE-3506c1c4f9103bc92e98
standard_rsp,3D4A82459D4204CE3490A276FF103090,MID-8CD7D75E60757643FBC86F4CE5295C0A,D0012-M02,Device-0012,MNO-B,PROFILE-1632651fe9242615a24e
aura_rsp,87C7D2556786BC9E3568C2B2750E67F5,IAC-C989EA609BB34CAE6125275B4BC1759F,D0012-M02,Device-0012,MNO-B,PROFILE-1632651fe9242615a24e
standard_rsp,F705F994C2EC26493A82AD5832E05B49,MID-DDCBDE40889BE2A481BB4DD72E02D569,D0137-M03,Device-0137,MNO-C,PROFILE-5904ac62c3bf1cf8602f
aura_rsp,860D38D702E7A0A558A016580C6AC507,IAC-EC0A9923054561AC96AC9E4A8080A978,D0137-M03,Device-0137,MNO-C,PROFILE-5904ac62c3bf1cf8602f
standard_rsp,7D6095DAA01A427C2371366652CCB21F,MID-ABA7B97AEF41FD39E781DDB40E638DD4,D0215-M04,Device-0215,MNO-D,PROFILE-ef7a9612cd20984a04cb
aura_rsp,F81FB3637C9789BDA8CC8E4A919B5744,IAC-A371B3D6EF3E5F37F392292B1BA8E7BE,D0215-M04,Device-0215,MNO-D,PROFILE-ef7a9612cd20984a04cb
standard_rsp,23F5E50EA3E7C318E181AECDFE133B09,MID-AD126F22B1A14089D26CA70D840B1903,D0034-M03,Device-0034,MNO-C,PROFILE-735b2a2959457fc1e4d5
aura_rsp,EC947CCBD98FA938CA42C6DA4DEEAE1F,IAC-7CA235CD16B3954AF884E1208414D427,D0034-M03,Device-0034,MNO-C,PROFILE-735b2a2959457fc1e4d5
standard_rsp,9294E3157594773091AA7F727D0D435C,MID-940BA3687F055D526F4C0AE1E7AEF5C4,D0076-M02,Device-0076,MNO-B,PROFILE-31ec9670ff39e03f9046
aura_rsp,3CA270D4B022C8D0BD572795CE1DEDBA,IAC-3DDF26BE06853B004F11C4FDD49F5D97,D0076-M02,Device-0076,MNO-B,PROFILE-31ec9670ff39e03f9046
standard_rsp,E4D1892E719601B00225E2BE04E0B079,MID-4B2B073C8EB6BE903B92F4701D100079,D0159-M01,Device-0159,MNO-A,PROFILE-ecc0102a15df90dc6177
aura_rsp,7ACEC616E2DD33BE2CEAE91DBF302B0D,IAC-8BE42DC76C3667177F606D044D44DB40,D0159-M01,Device-0159,MNO-A,PROFILE-ecc0102a15df90dc6177
standard_rsp,D56932D18338A817AF09896BEC72AF21,MID-94D545F115CDF4923C3EE5F7600851FF,D0062-M04,Device-0062,MNO-D,PROFILE-2b40eade8266f07fc6d6
aura_rsp,9CABA494EA682AEBB60A6D2D5F170944,IAC-286EACD920C9D11DD1080F91726C9B1B,D0062-M04,Device-0062,MNO-D,PROFILE-2b40eade8266f07fc6d6
standard_rsp,35B31FAF4893524F03F3E5A7C09DE886,MID-4A6FADB6848A7039A5AA7ED928AD2B42,D0250-M03,Device-0250,MNO-C,PROFILE-91bb97e870b388696c76
aura_rsp,169AE9F3B323B6490589879716C57BD9,IAC-45D08DDEAB1C123010AF5F699E3F5F39,D0250-M03,Device-0250,MNO-C,PROFILE-91bb97e870b388696c76
standard_rsp,5FD34A73E96FD96EA71E5C522D955971,MID-39AE6DDFE1146A0095305EBFBF7E7971,D0113-M03,Device-0113,MNO-C,PROFILE-bddd4e93c3d9afa9fef7
aura_rsp,8216223A3C1894D7C052E3F7E5EC802F,IAC-65E45199A93B9E155C48CACE3214128D,D0113-M03,Device-0113,MNO-C,PROFILE-bddd4e93c3d9afa9fef7
standard_rsp,B3D0AC47C4A6663DACCACDD1E165CA00,MID-6F2DBA9B7856F3F6D09B32736A687FBC,D0106-M02,Device-0106,MNO-B,PROFILE-2c271bf6b95a29b5588b
aura_rsp,9ACEFA3A6FF9FEFBE7C606878AA89EA1,IAC-CCE94F34D1C86759D84AEB18951D3028,D0106-M02,Device-0106,MNO-B,PROFILE-2c271bf6b95a29b5588b
standard_rsp,B29794FB3ABC290A5822A81BA83B5F85,MID-606CC04E426E2AA2C3F1D3F2CC3C1E55,D0169-M04,Device-0169,MNO-D,PROFILE-54ea8943420d493ca9cf
aura_rsp,DA0CE96E6CF573C50FAD648007CDB56F,IAC-B89EC7DBB6AE1E91261FA8D89A248438,D0169-M04,Device-0169,MNO-D,PROFILE-54ea8943420d493ca9cf
standard_rsp,E02B22DC0D8E12D2FA9BB7F0C0B4A164,MID-2B6EFA069843662E83DFF8E735716581,D0225-M01,Device-0225,MNO-A,PROFILE-410d7efa82627c61bc22
aura_rsp,3B8A893A6EF4A8DB3C8E460F9C40855F,IAC-F4A824ABF1C37F62A9DAC5CA9A698A88,D0225-M01,Device-0225,MNO-A,PROFILE-410d7efa82627c61bc22
standard_rsp,31B5A976EBC104C439DF8304FDBA89BF,MID-845F4F2C650AA2F6F4A42D39094B40EC,D0082-M04,Device-0082,MNO-D,PROFILE-f09667c8fced73626ba9
aura_rsp,959F3D4A2BAE9DD935E1AD1C7286BF1E,IAC-F7D995D8E3B09BC89928AE6E4329892C,D0082-M04,Device-0082,MNO-D,PROFILE-f09667c8fced73626ba9
standard_rsp,996E4C1AF9095CD7C98BECAEE915273A,MID-7D1E1ABD30D76F6572BBDBD984256EC0,D0183-M01,Device-0183,MNO-A,PROFILE-544adc0b8345544e33cd
aura_rsp,2FAAAF03C2D4DE3657B9A27E41CF51A8,IAC-869825FB0722ADE940B33E9FC3838D44,D0183-M01,Device-0183,MNO-A,PROFILE-544adc0b8345544e33cd
standard_rsp,053CBED0B56AD5F83AF33E57E673FC13,MID-95F3D77A8AA1CB915DE8F91637DDD310,D0021-M02,Device-0021,MNO-B,PROFILE-3d85f3664b8ff8f49eaa
aura_rsp,F56DFA02C6726D7C9C70D51585D754EA,IAC-1DB058D6B4F606C865C36DF130E42929,D0021-M02,Device-0021,MNO-B,PROFILE-3d85f3664b8ff8f49eaa
standard_rsp,3EC688D96F952742A44F8142216FAF8C,MID-52CD1DA66E6C2127053C03B21A903B44,D0229-M01,Device-0229,MNO-A,PROFILE-95d4be5ff2359bb91ec3
aura_rsp,5616405794B8AC21CD54C1FC04563EEB,IAC-9509B172C4533C6F750CE659AC456B73,D0229-M01,Device-0229,MNO-A,PROFILE-95d4be5ff2359bb91ec3
standard_rsp,127AAB546A66BE4E43041D8778A84F1E,MID-05820A97D69363C0A9B27F07F5D220E1,D0196-M02,Device-0196,MNO-B,PROFILE-9b5bdb5916ea131f682d
aura_rsp,C3FEFBF0C675032AB686D8B2C0E2C117,IAC-B6E053965263BDB5BE25F20E0F8C2D23,D0196-M02,Device-0196,MNO-B,PROFILE-9b5bdb5916ea131f682d
standard_rsp,6C76FFDCE3328833E860E56FD81FF86A,MID-B8050AC9106C016E5F8A5A7301BDFAFF,D0052-M04,Device-0052,MNO-D,PROFILE-e1be947464aec7b03b3e
aura_rsp,933CC16B5CA6673C01ABF66F2B1E5F26,IAC-556DB3CECF2A93706ED814BA4C28929B,D0052-M04,Device-0052,MNO-D,PROFILE-e1be947464aec7b03b3e
standard_rsp,02E24C6D5662BFC24AEF1C1221F76F70,MID-17951AC0574C77E8A56556E850042D91,D0194-M03,Device-0194,MNO-C,PROFILE-4d26128abae7a4281f10
aura_rsp,3B8CF3F3404E621D5988DEE6EC971B60,IAC-C6C7FB6765B327E463273F996235EEAB,D0194-M03,Device-0194,MNO-C,PROFILE-4d26128abae7a4281f10
standard_rsp,35C3251869BDD91CD03A3DA3E6A2D012,MID-3ACDAD4DA05A7413EB31BAD920683742,D0058-M04,Device-0058,MNO-D,PROFILE-adf267485ebfdf43752f
aura_rsp,24F64BF5BC889833F8BF40AEF189031F,IAC-D3CE307DEA09BDA2272F588E3EA739D2,D0058-M04,Device-0058,MNO-D,PROFILE-adf267485ebfdf43752f
standard_rsp,B221F945744114665679C34B4E7CD776,MID-E3D6472E0BB86475E2A0470DB307A121,D0237-M03,Device-0237,MNO-C,PROFILE-bcecbd12be8657fecc4b
aura_rsp,17A47E87E910FB3C52445757A3384848,IAC-50C63977DAF08129493ECCFD3A288AF8,D0237-M03,Device-0237,MNO-C,PROFILE-bcecbd12be8657fecc4b
standard_rsp,9FD7BE9786617A0255654BF0D043ED16,MID-4AA71031A6209CF7F2C59588B55A93FF,D0050-M03,Device-0050,MNO-C,PROFILE-07d72141ee6b75b3c27e
aura_rsp,94E3C47F36C5E4B8E2AF7E179E127E38,IAC-ADE42BB319E7C5FB386330ADF9F7BEFA,D0050-M03,Device-0050,MNO-C,PROFILE-07d72141ee6b75b3c27e
standard_rsp,E54B501FEC711097CDA7331C3A0E0C46,MID-5488CC1A56DA76517BE389AE11EF4ACF,D0131-M02,Device-0131,MNO-B,PROFILE-3c469a4b1710fbfd0a50
aura_rsp,089A561BB873789A534CBF95333036A9,IAC-487E3BB759AED981298ADE5D217E4A61,D0131-M02,Device-0131,MNO-B,PROFILE-3c469a4b1710fbfd0a50
standard_rsp,C6CFF9DC645F253F3171F966C2D6E147,MID-1231297FDA67530DC2AB29F6B5F601C6,D0031-M02,Device-0031,MNO-B,PROFILE-4b28003d2c70cb137e29
aura_rsp,CBD380A5F0D8133842BEBB84DFB37CA4,IAC-8AFF2E8B99C55A4545BC84CA49120709,D0031-M02,Device-0031,MNO-B,PROFILE-4b28003d2c70cb137e29
standard_rsp,EC78E498AFC7B0734EAC0D46839FB4F6,MID-77B9CD99AC37BBCAA4BD6E48A9944393,D0151-M04,Device-0151,MNO-D,PROFILE-eeff0856f70076179333
aura_rsp,823DF698EF5296348055CE3C5C1E5CDE,IAC-5434190F5C636DD58AFAD2EB5A0FA22A,D0151-M04,Device-0151,MNO-D,PROFILE-eeff0856f70076179333
standard_rsp,A712C19913D4E96645B59C7B8D9534CE,MID-730D7B5A69524352C2F898E33F019691,D0216-M03,Device-0216,MNO-C,PROFILE-8b5ffbca4133f1d89428
aura_rsp,5BF06C1C293E308F04B83B23B176AA6F,IAC-7783C22F44FC2332B9D6FE0AC7DDD698,D0216-M03,Device-0216,MNO-C,PROFILE-8b5ffbca4133f1d89428
standard_rsp,1705D448291551E89F4C912E060D31EA,MID-67FF754DA51A3DA5E0FFA6D846A87DA0,D0101-M03,Device-0101,MNO-C,PROFILE-f162844b9ca3d4622db2
aura_rsp,CE3F9CDEA5B3B1F52C8754BCED9BBA3B,IAC-01D510792A1A0A6E1424A94412007AE0,D0101-M03,Device-0101,MNO-C,PROFILE-f162844b9ca3d4622db2
standard_rsp,71B584D5AFD23F2AFEB9B97F318ED433,MID-89FF54D7C7B81395C14F4CAD6060DFA7,D0007-M02,Device-0007,MNO-B,PROFILE-8dfdf2fcb78c5bcdfe85
aura_rsp,38C4F73E8EB43A2CF31D2CD572FC8DD7,IAC-EB602FAD81E3893AC196A190279352E0,D0007-M02,Device-0007,MNO-B,PROFILE-8dfdf2fcb78c5bcdfe85
standard_rsp,4D395D2C0099BF2F196B788AF94C4E0F,MID-F584548E450B215E961CB4E03385A152,D0073-M04,Device-0073,MNO-D,PROFILE-ccdd5132a74d6e5110d1
aura_rsp,138120A491A90F7ACCBBB12A4153BCE5,IAC-92A11B90A929D78CF5829A7AF2C90A63,D0073-M04,Device-0073,MNO-D,PROFILE-ccdd5132a74d6e5110d1
standard_rsp,3B9A5C0EA1A911D88EC50F5B82975CDD,MID-0E66CFC381BA1DE8582BA418004AF1F1,D0004-M03,Device-0004,MNO-C,PROFILE-e66dddb2ec52b51885aa
aura_rsp,3360A6BB6361DA5739E0408D9501B5EF,IAC-B5534865E8D5366A5EBBBD394068E82E,D0004-M03,Device-0004,MNO-C,PROFILE-e66dddb2ec52b51885aa
standard_rsp,79010CAD69A587F5F03B464621F4287D,MID-C25DEE1E33B8C3AFAD55BF8BC6058DBB,D0118-M03,Device-0118,MNO-C,PROFILE-a7be1f7589178445643d
aura_rsp,5636506FB41431F16DC902BD529D6B63,IAC-EC59551C2651C5BB03435A1AB510FF4D,D0118-M03,Device-0118,MNO-C,PROFILE-a7be1f7589178445643d
standard_rsp,F109B590DA813EC724C8E9874B255E2D,MID-567F18AE153C9A2BE149B5D8ABAA817F,D0206-M01,Device-0206,MNO-A,PROFILE-4e312983aab7da8b7bda
aura_rsp,C38555C80FB15A0E61CE174A3A61BCD2,IAC-DA771AE82EC9BF844BF2DCF385CAB26F,D0206-M01,Device-0206,MNO-A,PROFILE-4e312983aab7da8b7bda
standard_rsp,37B107A3BEB00DF577ADD764CDB17942,MID-2A9438E6EB4DDBB3B1DA99DE753D9190,D0209-M02,Device-0209,MNO-B,PROFILE-b9e4a98cce822adb2916
aura_rsp,417C5B8DE5E94EFBC606411B7B57C477,IAC-B07ADD18A266E6430676CA3DBD6A4FDA,D0209-M02,Device-0209,MNO-B,PROFILE-b9e4a98cce822adb2916
standard_rsp,78232F2931E2C0B98B2259D0CDDBC058,MID-454A8AE063CB7B3B96B7868D81BF36BE,D0080-M03,Device-0080,MNO-C,PROFILE-fef9364447dd86bc5a5e
aura_rsp,18324EB15F363F70CE106CC3A7E60EE1,IAC-8AD8468F4EEDE997365569653783211D,D0080-M03,Device-0080,MNO-C,PROFILE-fef9364447dd86bc5a5e
standard_rsp,BBF8A1CEFB6E80F73373B9EC01924F05,MID-15DEA2F33FF3167499E7F50CC8C46FC2,D0210-M03,Device-0210,MNO-C,PROFILE-e15d186761efb3fbc7d1
aura_rsp,42A455F0A583FFBCB2C55E0040D2C376,IAC-A1A7797C5B4037A923F101B8F7507B81,D0210-M03,Device-0210,MNO-C,PROFILE-e15d186761efb3fbc7d1
standard_rsp,FBB344B17EEC1E1DAF273473AE5C533C,MID-A039D353178777D9CAB16D0085656529,D0093-M01,Device-0093,MNO-A,PROFILE-0b5712ddf338b40274a1
aura_rsp,780C3CA1BC8BF0EB37F12ADD74573CDB,IAC-6AF7D5B998EC507CDCD49FD53F50AF7B,D0093-M01,Device-0093,MNO-A,PROFILE-0b5712ddf338b40274a1
standard_rsp,2246C57587E40817DA1616C503E2E894,MID-279E959FB59F580D56AEC83DFD9D7C8B,D0138-M04,Device-0138,MNO-D,PROFILE-4035dc54b9b45c4fab00
aura_rsp,2F11C9F211105E4DBBC8169AF64D0D13,IAC-196E12471053BF624316D10145D5EEB8,D0138-M04,Device-0138,MNO-D,PROFILE-4035dc54b9b45c4fab00
standard_rsp,87E1657221C9F2AE2B41B9C9CF8C5CF4,MID-6EA13AC3049BE089188A5C700C424E93,D0248-M01,Device-0248,MNO-A,PROFILE-e2a9fd3fe377296e32ec
aura_rsp,C5C1BC52F4CE7930AE0AC42E038CC375,IAC-9EEF24C713B0EA262CD750DFD2E64D16,D0248-M01,Device-0248,MNO-A,PROFILE-e2a9fd3fe377296e32ec
standard_rsp,F7A62151C0CFC28975462B14734C3E60,MID-16644B3FE4EF547536356215FE58BCBE,D0165-M04,Device-0165,MNO-D,PROFILE-cbbdc0babd811cf41ddf
aura_rsp,2B998180AA10C071B68C7A834BB15C33,IAC-9F42CA6EC4F463985EC49551927BD4AC,D0165-M04,Device-0165,MNO-D,PROFILE-cbbdc0babd811cf41ddf
standard_rsp,A5FB575DB62B3A04792A53BF8944E214,MID-EB35422B7A3ADD69BEAF223D2CF0B4A5,D0137-M01,Device-0137,MNO-A,PROFILE-5567fc046d182e847280
aura_rsp,14D747A43A0323B397558E80D0448A26,IAC-A5034D63957C689D322C690ED652C9E6,D0137-M01,Device-0137,MNO-A,PROFILE-5567fc046d182e847280
standard_rsp,6656C999A8E590CF9C7DFDE797AE1C8C,MID-86FA3B388CB8FC9CB5343354811B42D4,D0180-M04,Device-0180,MNO-D,PROFILE-c4365ad57db6d39ff633
aura_rsp,8F6F81541153EAFF1C8EF5E7E2560E9C,IAC-E55EFDF7FCA6A96711FF0F916FE77C2B,D0180-M04,Device-0180,MNO-D,PROFILE-c4365ad57db6d39ff633
standard_rsp,077008B9F1B6D82E99B1FF2963695BD7,MID-543483C5C21474B1752FB335C7D1B0D9,D0033-M01,Device-0033,MNO-A,PROFILE-36e3a8a9b5720681266f
aura_rsp,AA278BD042A9F9CFD70E228223C6ADBE,IAC-F88FD98ABBA7927F16B6C51315B0103D,D0033-M01,Device-0033,MNO-A,PROFILE-36e3a8a9b5720681266f
standard_rsp,6F585346D21867B6C5599FBAB156A637,MID-E417C247E39D6B3611FAA787C3777291,D0056-M02,Device-0056,MNO-B,PROFILE-18625a70f21d4163aa33
aura_rsp,F33986360B4A99FCD5ADDCEC2BEE189E,IAC-680B428221821507D1D6B584B4D1FF5F,D0056-M02,Device-0056,MNO-B,PROFILE-18625a70f21d4163aa33
standard_rsp,5C4DB1951972CD5C69D1DDB435E96BA0,MID-D6D39854009F4BBB14D1664058A40B69,D0127-M03,Device-0127,MNO-C,PROFILE-45a91ba86239ea0dde48
aura_rsp,F4037AB77B998E445AF111C7AD3D81F2,IAC-43D81E367D1C197611FF248227F05751,D0127-M03,Device-0127,MNO-C,PROFILE-45a91ba86239ea0dde48
standard_rsp,9CC13D6A7E6CB528494FB145A8DF3FC1,MID-9A160E655AF5C6B62B15FDAC58BACE07,D0177-M03,Device-0177,MNO-C,PROFILE-c5a0cadd6956f3bbecc3
aura_rsp,DCDB5F10F079D5FEB2CEA1764FDE8080,IAC-41F7D8597E91EE724F1E4B540CCC1511,D0177-M03,Device-0177,MNO-C,PROFILE-c5a0cadd6956f3bbecc3
standard_rsp,B1A771C127BD8543D06BCEF85C918441,MID-B3F7A0177A81FB29BB322467A9188B3B,D0250-M04,Device-0250,MNO-D,PROFILE-68e9fc499a8af4f68c71
aura_rsp,00FAA91B30831F7BFCB2CA0672639B79,IAC-774CE239A169307804362C19FFAF022D,D0250-M04,Device-0250,MNO-D,PROFILE-68e9fc499a8af4f68c71
standard_rsp,86FBFDC0FC0292FBE6D66AA59BCBB5C0,MID-AF5C11005ADD1F7CC7B7A5AB9F1F8FEA,D0164-M03,Device-0164,MNO-C,PROFILE-7e09d7c34c19312606f5
aura_rsp,EC00A8FC19AB2EB559CCC44085CE9D41,IAC-C0F00B6F24D0D4A283654420C8BCA350,D0164-M03,Device-0164,MNO-C,PROFILE-7e09d7c34c19312606f5
standard_rsp,B99143CFA794D678D1BE0953EF440D24,MID-1CF23B12143D760385D752D69D8EE27F,D0152-M01,Device-0152,MNO-A,PROFILE-3bef81418f18077cb6ef
aura_rsp,33AC44864727B32B3B341C700900234B,IAC-ADFE1BE09B327471241C18177336AB02,D0152-M01,Device-0152,MNO-A,PROFILE-3bef81418f18077cb6ef
standard_rsp,B6029FCEAA0F030D0CC80E00C6E0E1CA,MID-38C690F3A4ECF00C994DC0AC67DFF150,D0136-M01,Device-0136,MNO-A,PROFILE-432dc0a9789d217269fe
aura_rsp,EABA54F0EDAFD046A2564B538F699494,IAC-0AA61E38D0726FF04A1DF4CB5FBDB731,D0136-M01,Device-0136,MNO-A,PROFILE-432dc0a9789d217269fe
standard_rsp,A43457C3331610823F78786ADF0BCB5C,MID-3EB9CA2AADC4F6ECA802E3215D0DE8EF,D0166-M04,Device-0166,MNO-D,PROFILE-df4d9e58737c25e5ea4d
aura_rsp,F11C6D03229755866A4F624ECDFCFCB6,IAC-53B5F169BB5C6484FA38BD845F449FA6,D0166-M04,Device-0166,MNO-D,PROFILE-df4d9e58737c25e5ea4d
standard_rsp,504E230B709C3349DD554227DA57FE4C,MID-949A561F15B026CB777E204190026A69,D0035-M01,Device-0035,MNO-A,PROFILE-86e7cc84c31c0f0f2bd0
aura_rsp,0BB0C604C3E15120FDC4AB72065F173D,IAC-533C56977C1EF57253220CC5484A1B88,D0035-M01,Device-0035,MNO-A,PROFILE-86e7cc84c31c0f0f2bd0
standard_rsp,CFE7684C18CA215E51258B32062ADB97,MID-161490A173F4F1DFD94A46D8E818FB1F,D0048-M03,Device-0048,MNO-C,PROFILE-223ddf7e8bdd31345382
aura_rsp,10B37DCA6F465098E440B88C55394301,IAC-CBABE9B75B11FB2741C1599991364A55,D0048-M03,Device-0048,MNO-C,PROFILE-223ddf7e8bdd31345382
standard_rsp,65385A0A916D14693E9194EA51A9F8EC,MID-B379655E770333327609FB3CB0C19EB9,D0182-M02,Device-0182,MNO-B,PROFILE-505d936d565c75408010
aura_rsp,BC99BAE006F49CFB3682EE249C2BAF02,IAC-54F676D5D27771446761C370E654E440,D0182-M02,Device-0182,MNO-B,PROFILE-505d936d565c75408010
standard_rsp,C3BA17659561B98614FB9894E9BA92FD,MID-AA37510F583879190A862D7E925A9C77,D0212-M02,Device-0212,MNO-B,PROFILE-301d9e529d505741e607
aura_rsp,5D9682C856424B234AAD62A75EC9C3A0,IAC-F17831CB8087B9BBD1498F9A6FD16BDC,D0212-M02,Device-0212,MNO-B,PROFILE-301d9e529d505741e607
standard_rsp,92057D2B7456EF9F2E98B35578066C82,MID-D93FBBBA6475229B45EF0D56BD3FAB14,D0156-M03,Device-0156,MNO-C,PROFILE-d549b52b0f46f0ecfc98
aura_rsp,7AC06B8088BFD1345DF848993B139301,IAC-36C910EED66744887C1C7DF4F08427BC,D0156-M03,Device-0156,MNO-C,PROFILE-d549b52b0f46f0ecfc98
standard_rsp,2B4041667816DC902E1C34E16FFD959C,MID-4E619731861E42B54213D29E3681EEA0,D0029-M04,Device-0029,MNO-D,PROFILE-c3ac0facb3e2cf5d6a60
aura_rsp,C570C1E8980C66DEC9E86AE051F7082F,IAC-B3A1AA01DDFD25E62DBA47E56264BFE8,D0029-M04,Device-0029,MNO-D,PROFILE-c3ac0facb3e2cf5d6a60
standard_rsp,554004FB4F88051160962F9E8A58ED2F,MID-A40735C8712CA24C271354BA220118AB,D0205-M02,Device-0205,MNO-B,PROFILE-71e000397096d62025c4
aura_rsp,1704EF5F5EAEAD840421501381D97475,IAC-74D0CD57CA85E91798204CDC8790273D,D0205-M02,Device-0205,MNO-B,PROFILE-71e000397096d62025c4
standard_rsp,B5F91C0895A6AFF0D83B6DA858B242A6,MID-900EB830A32BBEDA69B7345C1EF23AB4,D0074-M01,Device-0074,MNO-A,PROFILE-ee7d18da85bd73d622f2
aura_rsp,8FF8EDEC465EC82E470C92287C75F54B,IAC-4E10D2F68D9E20EADD004012C8E14603,D0074-M01,Device-0074,MNO-A,PROFILE-ee7d18da85bd73d622f2
standard_rsp,A0F2F68B293820FB9D1EC495815896BD,MID-627657916E74652E91D172357D1D9AA6,D0100-M02,Device-0100,MNO-B,PROFILE-e5ada90e9a276ae8c0b7
aura_rsp,A6991A2F7894C9DCB496C5D957ACD68D,IAC-FC036904C51FA39DE244C4CD30B5BBFA,D0100-M02,Device-0100,MNO-B,PROFILE-e5ada90e9a276ae8c0b7
standard_rsp,78981906CCD265D0EE67280C3AE90BC4,MID-8509F1AB32E41135140982DE0A0448A1,D0162-M03,Device-0162,MNO-C,PROFILE-a32843e3666caacca193
aura_rsp,932D65CF575C2A26D3F974D04C9ED4A1,IAC-FF7B3622E70FB636C6317FE2DD3CFDA7,D0162-M03,Device-0162,MNO-C,PROFILE-a32843e3666caacca193
standard_rsp,3603FCFD8D6999FF447CFCCDD23EBEF3,MID-4140B9483A09F960F217AD14B3A241EB,D0236-M04,Device-0236,MNO-D,PROFILE-e21dd1e42bf552214dd0
aura_rsp,5382A24075A728B5572897678ABE02BB,IAC-04D550165C926A493D141A5B0C9649EB,D0236-M04,Device-0236,MNO-D,PROFILE-e21dd1e42bf552214dd0
standard_rsp,88FEDF12418B783535F88E6696F732D0,MID-B176E79A6C442A00BD0C5D6CDBF272C4,D0050-M04,Device-0050,MNO-D,PROFILE-8f3a8d1e63de8a1809b6
aura_rsp,FC4FCF70E3AA5C409C8F84A2AE899196,IAC-C5AC5C1C5B2A20A1F5FE847BC5908B2B,D0050-M04,Device-0050,MNO-D,PROFILE-8f3a8d1e63de8a1809b6
standard_rsp,2F6204C4C0CFF69F00872E35D6CECBC5,MID-342B1DEAC923C5989BB18DC348349C2B,D0223-M01,Device-0223,MNO-A,PROFILE-305641c105ea206b9ac6
aura_rsp,168FD5AD68D5B163009791A34A7F8F6A,IAC-9ECAE08E6FF9A556AC2872B694089644,D0223-M01,Device-0223,MNO-A,PROFILE-305641c105ea206b9ac6
standard_rsp,51E0542CD202FCAE79D56FC47C57791F,MID-5088F64B557E213A3266B47CA3CB1E7E,D0133-M03,Device-0133,MNO-C,PROFILE-a01699409f40af70f037
aura_rsp,284FA604F1FC254C6B64A60D73450F2B,IAC-39EAB955D0565836A2B0B00DEF560B83,D0133-M03,Device-0133,MNO-C,PROFILE-a01699409f40af70f037
standard_rsp,3D94F47FB4AF323A93A5EDE666A4430C,MID-7C57F4DC7FC9FA1C47005AA64DF9B654,D0015-M01,Device-0015,MNO-A,PROFILE-91e0b53d704532426abc
aura_rsp,8A0BE63111C18ABE7F1B3786A6DE412A,IAC-EC377A5822FE7CD69DB98D4803D7B2D5,D0015-M01,Device-0015,MNO-A,PROFILE-91e0b53d704532426abc
standard_rsp,9CCDD9DD232D8B7DAEF74A599A254556,MID-C12BCE14D46371DFE472692FDADB2A27,D0135-M01,Device-0135,MNO-A,PROFILE-9a8658e6aa5b2edf0744
aura_rsp,F28F94CBC60D4F3AD1098A6303D66440,IAC-24BDC6E19C53E3F89A5D9DFC625168CE,D0135-M01,Device-0135,MNO-A,PROFILE-9a8658e6aa5b2edf0744
standard_rsp,E04CCE256941CA7E7AC82AFA9EA27F32,MID-95444FB0C757B23370EA62A9C4D63E1E,D0021-M04,Device-0021,MNO-D,PROFILE-fa0065dd8cc368cc2026
aura_rsp,887605A0825F99E8402BD5959F2941AB,IAC-FBEF3843ADB8FAE67ACF90CA7C1DC7B8,D0021-M04,Device-0021,MNO-D,PROFILE-fa0065dd8cc368cc2026
standard_rsp,C75CDEFB7A64CD07CCEB32D48520D04D,MID-DB13060130C8F4CFA6A50229064BB757,D0100-M04,Device-0100,MNO-D,PROFILE-79bda3e51eab17da0876
aura_rsp,A9D9843554276FC9DFE372164CB89360,IAC-88FFFEBA1FF5946190C57D26C0D20E57,D0100-M04,Device-0100,MNO-D,PROFILE-79bda3e51eab17da0876
standard_rsp,090D219DB34050C0F5717F732A75448A,MID-BC00EF877AFD3B8721724303D41D894F,D0171-M02,Device-0171,MNO-B,PROFILE-6e60347675166a34fd07
aura_rsp,568B29F953B7E2CF5AB9A1DCDB51C87C,IAC-C21CD17F2BC4D4D6369F9DE3B5884E68,D0171-M02,Device-0171,MNO-B,PROFILE-6e60347675166a34fd07
standard_rsp,92C17D5E871FC1E6263B1787BBEED1DF,MID-2A13348A922D9CBF2BD5FCABE5594983,D0176-M04,Device-0176,MNO-D,PROFILE-8d0b634834d4871ecc37
