protocol_mode,transaction_id,I_ac,sid,pid_h,op,mno,profile_id,profile_hash,profile_size,authentication_result,download_result,install_result,event_time_unix,network_egress,smdpp,eid,euicc_certificate_fingerprint,euicc_public_key_fingerprint,euicc_signature_hash,matching_id,server_challenge,nu,lph,opid,vk_t,proof_hash,Bind_t_hash,session_public_key
aura_rsp,6EED2555DBE0878633A1F9DD3A2F0908,IAC-B35CCF2AE165F6B684757C856E7C857D,aura-smdpp.test,6a3469687a72be6565118f7f825dc818d769a871a494e5b53eda80f377392601,download,MNO-B,PROFILE-dfd54496b48b4d6601f5,6a3469687a72be6565118f7f825dc818d769a871a494e5b53eda80f377392601,12207,accepted,completed,confirmed,1801593442,198.51.100.10,shared-smdpp.test,,,,,,,lugVb3KcL4n_KA0XzFHIvTwoEjYX246S6vD9c3k7W2A-uWf2LFBQstxEQ38cx8ME,UcZAbMdMn48ME3C5KaDm-K-wyRsdfEPGFo1uPtQZnNs,peUtiZY_FSLY3PgOo0rECA,zc1cTLHtnegh2W0LjRbB4R6xM2KaF4QbH8_kuAR3gyY,a6c048de2e995af6b1c8856a1ad8e2ac956edfc4a02e1d601ae5c6c6a5a7a943,9b9818c47f621b5669321d9a03258b2df055a59c1b1c4f59837dd2ff5f566113,OpFekk3MF5xULiOuZhKzdDvGAH4z7YXTWuU_qf2vknsEdLi_-gu6fi76v8C3IYvMAbccHrhN32sKcndAt0OyW-8
standard_rsp,81CF2F4FCDE0123AC9BD1A7F70D802F9,MID-ECBC0E939B1349CE785EDDA6A4AF17E6,aura-smdpp.test,b161ceabe0c9dfe8a95bad9aeb51f226c6b6b9b5ce685ee497a7578dec41583c,download,MNO-A,PROFILE-4d7f1395a19741033e12,b161ceabe0c9dfe8a95bad9aeb51f226c6b6b9b5ce685ee497a7578dec41583c,12207,accepted,completed,confirmed,1802184869,198.51.100.10,shared-smdpp.test,89049032000000000000000000000157,e1f33152e9422a8f69f7b38b5cb289b204c99bb6aa55b3794a598899f55e11d4,88f4bf37b41ba6979541be71b3a1c8f79d0e6fe5d7c80228bf1d8e146f1cecd6,f76920fbeb6050898336c27809fc2f55f5dff67a74de1775eb333afb71bc7c89,MID-ECBC0E939B1349CE785EDDA6A4AF17E6,92bdd40e492a67b7930856bb61394d26,,,,,,,
aura_rsp,3CA6CE3E13A0A7B859ED851DEFC93C46,IAC-5A7E11937B16EAF9DFD22D4DAF77AC60,aura-smdpp.test,b161ceabe0c9dfe8a95bad9aeb51f226c6b6b9b5ce685ee497a7578dec41583c,download,MNO-A,PROFILE-4d7f1395a19741033e12,b161ceabe0c9dfe8a95bad9aeb51f226c6b6b9b5ce685ee497a7578dec41583c,12207,accepted,completed,confirmed,1802184869,198.51.100.10,shared-smdpp.test,,,,,,,DGD6KFdMmcQJyqA6Bs7peqajEPyp52oUWvPAC1gjd86d_q_wyRYCiHo86Pgr9782,fe-oTYE5BVm7OOmaWJ4MzZPUdbIsepj064WgNmAD9Dw,p5ZYQ2EU3a2NbRsSAkBcCg,wIwq4clGw3szy8MIbgdOIZHE0WlrcGUvCTP1x58iojQ,b3fe55f2b406b88f19bbf3cc006fd529ff3db9786e18d944594d0cfd15e1931d,996cf10d54c9093bcf1222d761d416cd84105c7cc00c4b8fe5174360cd5b94ea,qkG-kf_TGLicHawe2UfbZHRTjmbPwVbuMJ4SEBXUHlVIizszk87gOov4-wn515fl7piyjBjBPGqgDzXgUEeh7_g
standard_rsp,B88961B7CB611540020B786CC0ED71EE,MID-C3F875F6FDD3E8DF8913C309C5736A16,aura-smdpp.test,da1c6ecfdc738e47714645d96401d9b3e483b95066d0f3a6ad312851f2ea85ca,download,MNO-A,PROFILE-03ad4bc502cb39f864dc,da1c6ecfdc738e47714645d96401d9b3e483b95066d0f3a6ad312851f2ea85ca,12207,accepted,completed,confirmed,1801479915,198.51.100.10,shared-smdpp.test,89049032000000000000000000000013,4606e6bdea78bb482f9921a0eb433ecff130f09821f9838de8d43e6e9048f6e4,4d10117339030651ac6869941a74253d3fc6be9c68cc7691363c9e785b8242cb,ef02a81b3f611bd0d6e3bebbdeee9ead0c2f3c85e220531582112cd4f5d0e252,MID-C3F875F6FDD3E8DF8913C309C5736A16,f8142354f404e8d40ce800acc1e8c365,,,,,,,
aura_rsp,A2F98110FB157DFF33B48FAB4A869895,IAC-54D64018A646AF8DE32E6C71DB00652F,aura-smdpp.test,da1c6ecfdc738e47714645d96401d9b3e483b95066d0f3a6ad312851f2ea85ca,download,MNO-A,PROFILE-03ad4bc502cb39f864dc,da1c6ecfdc738e47714645d96401d9b3e483b95066d0f3a6ad312851f2ea85ca,12207,accepted,completed,confirmed,1801479915,198.51.100.10,shared-smdpp.test,,,,,,,fnmB2fCgid-wHpcEkAanlHt_02Lo3soP3QrVFwrx8iD-yHHclcVktvuxpkDT1UYK,Bcx7WcogLKVbaEgJw2YlezkHOutVqT1uToadxygmgBw,eJV69gWaJz5RhDU878NGng,N5bcMy320HaEv5SGKXqq_11rkCLpak4rXjeItbOpKoo,c3adad92a5b5f3ed893326f55393eb601a6ee2f6033772a99720df7a6dde4ae4,73a29bbba2d1c9b24442f8e30b89ddb08b66f955389232071f4cc8b1ae9e869e,mFmk-7CwZ_PlJQ1khlRKLIiRkbOi2Y4DmE6ex7BKReZuBBW4-juNuiThPLSSUBeo2UWYkHpurK4nKUUFhiD8RUw
standard_rsp,065EB03F798ADEFD3B1509383873EEDC,MID-EB68E35469E29E90D3BDD9F429060F3E,aura-smdpp.test,5e39dfcd3c047d2fe247f96bec4cc6293860d0696a12a708a591f66c19c3f234,download,MNO-C,PROFILE-3506c1c4f9103bc92e98,5e39dfcd3c047d2fe247f96bec4cc6293860d0696a12a708a591f66c19c3f234,12207,accepted,completed,confirmed,1801468988,198.51.100.10,shared-smdpp.test,89049032000000000000000000000033,a5a70254d1a469c4636b6a4420fc1e1e8cb9ddff1dfbda69847dcefad0217ef5,b0df43584bfc5a1173f07ee75de7179a75ca3d7b2c6743931d567fbbd0d0da15,e4fa0ee671134fd48d59ec2a3ecdcf65c40b604703fa89cd403d4183a5d9ac78,MID-EB68E35469E29E90D3BDD9F429060F3E,0663e9db403b7080f189516b86fbf4a3,,,,,,,
aura_rsp,8971E755F24929B7A875A269F7A6254B,IAC-841F3938D1C35927AEF9E2B0B0990210,aura-smdpp.test,5e39dfcd3c047d2fe247f96bec4cc6293860d0696a12a708a591f66c19c3f234,download,MNO-C,PROFILE-3506c1c4f9103bc92e98,5e39dfcd3c047d2fe247f96bec4cc6293860d0696a12a708a591f66c19c3f234,12207,accepted,completed,confirmed,1801468988,198.51.100.10,shared-smdpp.test,,,,,,,fMgxgizRdqXdsMZwefDF2LtvlqiOP9Sxove7RqaE1p4MZvhFVFAh_Ao1sTekgfsR,PNM9OyW_RTRHUApQP-hwySZup-SZGpRO2oNsFT30Twc,jf0eN4Wxp-SauNy5X56iRQ,C-0S6uxrkmDgeREJvjBKV5xFQhcFqcMo6JRI-bwWxjA,04dd8acd72568c12e8f8a08be0eefca10a18cb1c56ff4a2de4407379567822c1,c9ea0bb41de95f141de4b6a8d052699eb732c60035541a1cb43a8622bf7a5b96,qVyUg_6UpBvFDVpjUD2F1Mj8rAMFUj9Logcx8SO04BbJ-bxcVwebFvRlpd5NI5vTBe09Lt8thlQ0U1Y2YCmBXY4
standard_rsp,3D4A82459D4204CE3490A276FF103090,MID-8CD7D75E60757643FBC86F4CE5295C0A,aura-smdpp.test,7771a3bc76024cabc113d7c6036004202e80875da6ca6c79eb21ebd47c048b94,download,MNO-B,PROFILE-1632651fe9242615a24e,7771a3bc76024cabc113d7c6036004202e80875da6ca6c79eb21ebd47c048b94,12207,accepted,completed,confirmed,1801131384,198.51.100.10,shared-smdpp.test,89049032000000000000000000000012,d8491c8b6e7c35f449f588736cec9b0c960d9e17cf18c13b6bc863be8ed7ca21,7fbb7c91d5520c10cc66bdee19e8bb5380cd069d9055485a3d603d5eafcc45e8,9ebcd9acd268001b4bffbaa69ad0eecfd258aaa9675b7bb21ff1e9d21168b877,MID-8CD7D75E60757643FBC86F4CE5295C0A,fcc585e605996820b0a9c447db498b04,,,,,,,
aura_rsp,87C7D2556786BC9E3568C2B2750E67F5,IAC-C989EA609BB34CAE6125275B4BC1759F,aura-smdpp.test,7771a3bc76024cabc113d7c6036004202e80875da6ca6c79eb21ebd47c048b94,download,MNO-B,PROFILE-1632651fe9242615a24e,7771a3bc76024cabc113d7c6036004202e80875da6ca6c79eb21ebd47c048b94,12207,accepted,completed,confirmed,1801131384,198.51.100.10,shared-smdpp.test,,,,,,,I2t26F_DNrgXo5xYyO6_75b3GbX3FM9WNsWQnmB4_kozaQxNau5Vrxr36vC27h8w,FPCAa5k2gsazbVKbjvKimV9IcSvV70qo8AkuPBxNkEw,RL27doOXqDwBr_joDMEsag,8MCjj-EPqeWy4_evYCL4DfZoKsnjz-yygqQR7dk9T3w,db53e216b5480fa018bb060b979755478d142605a8f6ef400bb847f0c4d4045d,b730dc4123aa7c05c557d615541de69a1c019c37187c4a0bb74054703ec3ebb0,Q70sU-BwivRflzWXFZiyEg7FThLW-tVnZRy-F1eCcwul4Lb8lxgcr8IbCtI1pqMggYXA3YYkxqRogGrTu6MHoQk
standard_rsp,F705F994C2EC26493A82AD5832E05B49,MID-DDCBDE40889BE2A481BB4DD72E02D569,aura-smdpp.test,dc3f987fc32b54ba93be6249ce366d8e91f69447a94ba2c7282fcda7cb246596,download,MNO-C,PROFILE-5904ac62c3bf1cf8602f,dc3f987fc32b54ba93be6249ce366d8e91f69447a94ba2c7282fcda7cb246596,12207,accepted,completed,confirmed,1801901877,198.51.100.10,shared-smdpp.test,89049032000000000000000000000137,189e973f4f924abd9487c79e5665257faf98fc378672e908f749a98ceb112bf8,9bc950513ef325ca9466c22778649cd8438bbb209e7740cde5a06fabab84b71e,55c3364ddb6756d0c8239653db97bdd78e0ff5d1fd0cd90cea2994ad053d4ecc,MID-DDCBDE40889BE2A481BB4DD72E02D569,2395b827300d6fd3c528cc0c35332eb6,,,,,,,
aura_rsp,860D38D702E7A0A558A016580C6AC507,IAC-EC0A9923054561AC96AC9E4A8080A978,aura-smdpp.test,dc3f987fc32b54ba93be6249ce366d8e91f69447a94ba2c7282fcda7cb246596,download,MNO-C,PROFILE-5904ac62c3bf1cf8602f,dc3f987fc32b54ba93be6249ce366d8e91f69447a94ba2c7282fcda7cb246596,12207,accepted,completed,confirmed,1801901877,198.51.100.10,shared-smdpp.test,,,,,,,grOZHjuwbzE_wXSzjl_f0KEPQBocyyaad50AZ12wldNwonbe2kYR4EffdRVAeo82,nmkdBBgBSfED7-4uNs8XjQ-pxBeYLnL07w_cWf29lsY,wOLwjRIwv2pNwJYDnsNWBg,SeCdwjneRY253J9LhNcl4-UopitoXPC0HS2U2tyR8mQ,04d380d4cf1687a798d780d88f143abef44cd74c12ffa7af78983adc27f817c0,d473f88c239f5b07a869d8001ba14e3093adcb099c6d227a7b8efc218f91d4c1,u91ELFKg8vGJ57KBDyY55rpkEURWOVe6VHRwo9RXaLe4vS4UyTOp_YXWvI97EyNY6zqRv7x8OioWKe46df1NaVg
standard_rsp,7D6095DAA01A427C2371366652CCB21F,MID-ABA7B97AEF41FD39E781DDB40E638DD4,aura-smdpp.test,e665a877a3a0687f5ceedfe6517b4f5e411734e35d7bf0b4819bc6098fad44b5,download,MNO-D,PROFILE-ef7a9612cd20984a04cb,e665a877a3a0687f5ceedfe6517b4f5e411734e35d7bf0b4819bc6098fad44b5,12207,accepted,completed,confirmed,1800153732,198.51.100.10,shared-smdpp.test,89049032000000000000000000000215,09f15937199ed2dc732a73b9df52b825d086fb6128e675c68501e99fcac1741f,4842c41efcaaa78ba756f6f85caf5b4e21d147a9d8ba57af7681d70ac731ffd0,1bdd29120c7bfe5965800da4ac819541c13e70ef3245ef91136f2a9965892255,MID-ABA7B97AEF41FD39E781DDB40E638DD4,1839d2d2bab949f2969e2bcd5fd7644d,,,,,,,
aura_rsp,F81FB3637C9789BDA8CC8E4A919B5744,IAC-A371B3D6EF3E5F37F392292B1BA8E7BE,aura-smdpp.test,e665a877a3a0687f5ceedfe6517b4f5e411734e35d7bf0b4819bc6098fad44b5,download,MNO-D,PROFILE-ef7a9612cd20984a04cb,e665a877a3a0687f5ceedfe6517b4f5e411734e35d7bf0b4819bc6098fad44b5,12207,accepted,completed,confirmed,1800153732,198.51.100.10,shared-smdpp.test,,,,,,,nABoYa3Od8PoIqLc8BsUNMKlJMt8m_pq2CIEHsQJSfJnzikZcgn9KrfYLpDm5mk6,FPjYU8JAJqeB9dDBvmpIT2zsQReFELvMNka-qGnnwxQ,nOwjnRdNDzExRzz8WLJzlg,dImDLHvzGpAb3wKn5OoqcRZr20I8lVwvE8tBxCUGSxc,d6e4d80bcb5b9602a6ce0809bc11b54404984b43817ac868f2b8a2f8dbb23a0b,3feb4d4f25e2280cf296703a189d086794ef90a824c00f19b4f896f7c13c7604,R1Nu_ScT_BIZd7A4Kg3GMbWYZSkbhFd1cRkRI6f68FX0xLT_mYuWA3apAANfL2PqRXjc6tnoAe1aUPzTtY7Hi3k
standard_rsp,23F5E50EA3E7C318E181AECDFE133B09,MID-AD126F22B1A14089D26CA70D840B1903,aura-smdpp.test,c50ea6925037fc72f8cde27f97a808892e620c0b8ab413fdab8e6acfd3ec8ead,download,MNO-C,PROFILE-735b2a2959457fc1e4d5,c50ea6925037fc72f8cde27f97a808892e620c0b8ab413fdab8e6acfd3ec8ead,12207,accepted,completed,confirmed,1800620482,198.51.100.10,shared-smdpp.test,89049032000000000000000000000034,b00054df07f14d03dde85d04bc652fefcec2bfba0596435f384311234b10c284,15470080d522aa603e7407419f9d0dbdc7112242056f6af94ea89c69593e0589,af648920b829ed3489c20443c4a7ac37bf4a37b5ff2f2413846d3fd26f47fcf8,MID-AD126F22B1A14089D26CA70D840B1903,894fca9fed4a7e17ebac9cd6219b2355,,,,,,,
aura_rsp,EC947CCBD98FA938CA42C6DA4DEEAE1F,IAC-7CA235CD16B3954AF884E1208414D427,aura-smdpp.test,c50ea6925037fc72f8cde27f97a808892e620c0b8ab413fdab8e6acfd3ec8ead,download,MNO-C,PROFILE-735b2a2959457fc1e4d5,c50ea6925037fc72f8cde27f97a808892e620c0b8ab413fdab8e6acfd3ec8ead,12207,accepted,completed,confirmed,1800620482,198.51.100.10,shared-smdpp.test,,,,,,,xmDZQL_WKFbdHoacc4gT-qF62GBJoPTDGV5dOHlpXdzqIm-xsKqE0bvh4DZ-oVnp,AJa1-qE6gjiAqLHG0xvEC-pBXA9Z0DAmcNNY0ltNDUA,FQa_NDEYlV3MliAnLa6YpA,vMaOi8vmnrg-RcEhiWT4LN5T_1MVXEHFyBClrI4LgQQ,09f34c18b75a7434f505082515c931b8a6ac2e63010e301b8d9f48b49c526fd6,055bd65a0a77a0b539b1a83bd938c5d34859e3b472e647393a6bd58128cf8ed3,9dn72M1CNyLdr73KZ64vwjf4dYd_8Pcd_eZgnZtlBKdf20sJdHaAp17_5_y47cCq8AWVmToFOkINnCJZ-mVQDXI
standard_rsp,9294E3157594773091AA7F727D0D435C,MID-940BA3687F055D526F4C0AE1E7AEF5C4,aura-smdpp.test,3c27a7c9398c64051ed1241d69a10699dcfe7f2c1f5a3d4b97d0e16f069746be,download,MNO-B,PROFILE-31ec9670ff39e03f9046,3c27a7c9398c64051ed1241d69a10699dcfe7f2c1f5a3d4b97d0e16f069746be,12207,accepted,completed,confirmed,1800484278,198.51.100.10,shared-smdpp.test,89049032000000000000000000000076,8caf97f9af8bce73bda3af6a95869803cfaf9d34cc84889bbbf423de0ef10527,90afc9ea15016b6a2083e8e90da366177694cbaa6c0faed704ae9704139a177f,b6026df174a21963915bf6b25f4b152e146acf6db346f37bdb84d56b531e069d,MID-940BA3687F055D526F4C0AE1E7AEF5C4,6e844a7426eaf66e513998c910c8483f,,,,,,,
aura_rsp,3CA270D4B022C8D0BD572795CE1DEDBA,IAC-3DDF26BE06853B004F11C4FDD49F5D97,aura-smdpp.test,3c27a7c9398c64051ed1241d69a10699dcfe7f2c1f5a3d4b97d0e16f069746be,download,MNO-B,PROFILE-31ec9670ff39e03f9046,3c27a7c9398c64051ed1241d69a10699dcfe7f2c1f5a3d4b97d0e16f069746be,12207,accepted,completed,confirmed,1800484278,198.51.100.10,shared-smdpp.test,,,,,,,0E_kLk8_JwdJ41tY8BbLlzz7YUE-CY2a7sksV7TFJk1M3dAG0WPRbaRtNUVOBdnt,Ez2vMCfXEI1gAcll1cXqTfj_DuV1ntBqEqmbR4rGO6s,PCb44xHrHBVcryB9nfpkBg,4A1kMyFB2a_w5Dc5ECxdNvijGusDCG4Z2oZALFs5kPQ,52c85cb3ba1788797bbf5d84a36a04e80cb3397f82bfdcc889259c30b2007ff5,36fa62fc959912d0be515f0a1b47a879b6ac63cfee53ee77d9ccb830c86237f3,b9A07tpI11Nc7yy1jHohrhEGW_MzM45clu9t-Ad-XEZr__pX_VqNsKy23uFVDaApgySRxHOARyX73Uz60t3GarI
standard_rsp,E4D1892E719601B00225E2BE04E0B079,MID-4B2B073C8EB6BE903B92F4701D100079,aura-smdpp.test,f1258e758994f8babd6d50887fe2e5a9795c95b9ad58b6c0597a16ff4ae52e54,download,MNO-A,PROFILE-ecc0102a15df90dc6177,f1258e758994f8babd6d50887fe2e5a9795c95b9ad58b6c0597a16ff4ae52e54,12207,accepted,completed,confirmed,1801180510,198.51.100.10,shared-smdpp.test,89049032000000000000000000000159,a549d3cd1c3d770235ff09ca8710c439788da750852cee1238fccc41c45f2dc0,4cf8852222177a65ab201e4fa3d9488831976baf2a9c4550c62356f408d07163,b891712d250509838bf8b4295404e5f0c2ae5e547d99993d08a4871cd1658f5f,MID-4B2B073C8EB6BE903B92F4701D100079,e1feec899b61cf7a4f5bfa6ed33f311a,,,,,,,
aura_rsp,7ACEC616E2DD33BE2CEAE91DBF302B0D,IAC-8BE42DC76C3667177F606D044D44DB40,aura-smdpp.test,f1258e758994f8babd6d50887fe2e5a9795c95b9ad58b6c0597a16ff4ae52e54,download,MNO-A,PROFILE-ecc0102a15df90dc6177,f1258e758994f8babd6d50887fe2e5a9795c95b9ad58b6c0597a16ff4ae52e54,12207,accepted,completed,confirmed,1801180510,198.51.100.10,shared-smdpp.test,,,,,,,zQviQfc3bDQAMQmC_2844dJwJOZyZEylgrnBhXfUEr1m8HfQFyvjKogaFTIpjv6y,YmjIls9hGbfvdEH6i0dbxNdDK3kQfGE0W7I9Lr88Njk,q1G5cXm8sOlpIruLAUcBiQ,nkuUNFWc97LHYpbG5ukdTEZxz7j0KAIJf3tQ3jRzUVg,323457aa6b54d43631e436072afbd82a6efd578034f7e63052c5c345880ab316,60d4fbf73806e0c34079089d0f46a63b2be21120073971de65d695e6b12d8e1a,xArFtbGCIDuec_f5GfC1nKgnu4jHEf3hiNV8oABMI011ZeE_pfYlETKPxRw9yv0HQ4MPlLwPYKs6mbmQBCz3dMM
standard_rsp,D56932D18338A817AF09896BEC72AF21,MID-94D545F115CDF4923C3EE5F7600851FF,aura-smdpp.test,2b766058e8d7a5623ca8c2905e96213bd54b670f55516bb2b0e03cfdfa3e81bc,download,MNO-D,PROFILE-2b40eade8266f07fc6d6,2b766058e8d7a5623ca8c2905e96213bd54b670f55516bb2b0e03cfdfa3e81bc,12207,accepted,completed,confirmed,1800258531,198.51.100.10,shared-smdpp.test,89049032000000000000000000000062,9b1c68eec2d8caac1a1db7330173696156379022d428bd1971079a6e9756be32,bbc36fd0a1cadd7448e7469abc08983a33b1819c902856c1c95ce28da5120b3b,a104136baf31b19af9f0825622189b7dee5dcf4ab3dda5e2f94c40a538fb7297,MID-94D545F115CDF4923C3EE5F7600851FF,db73356f46a5c8238d94e3b67f5a190a,,,,,,,
aura_rsp,9CABA494EA682AEBB60A6D2D5F170944,IAC-286EACD920C9D11DD1080F91726C9B1B,aura-smdpp.test,2b766058e8d7a5623ca8c2905e96213bd54b670f55516bb2b0e03cfdfa3e81bc,download,MNO-D,PROFILE-2b40eade8266f07fc6d6,2b766058e8d7a5623ca8c2905e96213bd54b670f55516bb2b0e03cfdfa3e81bc,12207,accepted,completed,confirmed,1800258531,198.51.100.10,shared-smdpp.test,,,,,,,rlrOWULVRhilM5AAvusytY2zD0ytDErRfhONG5hHfAHWDt1jS7zF4zhkDvDmucnP,PaoWw0Hi7HCRaXBnhzfItkuBBd4V1ASQVbyZIDwWkXw,izWpM8Hy2KXU77cG_q8p9Q,W2ryS6-peoftabglF9J3c9Ap09XD3toyFKd7YfvvzZc,e7dab8b02eca2280b1119b0580483213619bb7cf0c55ccbbb8f1351aac295842,a3a9854224bb51b763a19ff294d9c66ee2343c9e205992ef5060adc13eedd3e5,bx3wHG388t9mtuzaOc5L5aCnm-8lTZ1yok6GanSbymBAB4xHT46AlmDoKneBiWT4Qk0McEnbGFYEpqe88VKWWiU
standard_rsp,35B31FAF4893524F03F3E5A7C09DE886,MID-4A6FADB6848A7039A5AA7ED928AD2B42,aura-smdpp.test,bb5e418715a97ca20e1e35db1e8184f5d7e8a1d7d966c9f0ec335e806a972f17,download,MNO-C,PROFILE-91bb97e870b388696c76,bb5e418715a97ca20e1e35db1e8184f5d7e8a1d7d966c9f0ec335e806a972f17,12207,accepted,completed,confirmed,1801940147,198.51.100.10,shared-smdpp.test,89049032000000000000000000000250,8b4c327bc6766b2a49c98d983f5bf6c9fe0b3a5753bab394b19341fc12e71afc,3c068d566e28f4d3ef1d8341ac46648ca9af69a5ed84674b25a45529e9a9652f,8c95c16a69235fc51a75cd9365379d6f3431f6552bc6f9374e1e7a2de40f42a3,MID-4A6FADB6848A7039A5AA7ED928AD2B42,088b9b19a6e2ec81962ee8dc30cd12ae,,,,,,,
aura_rsp,169AE9F3B323B6490589879716C57BD9,IAC-45D08DDEAB1C123010AF5F699E3F5F39,aura-smdpp.test,bb5e418715a97ca20e1e35db1e8184f5d7e8a1d7d966c9f0ec335e806a972f17,download,MNO-C,PROFILE-91bb97e870b388696c76,bb5e418715a97ca20e1e35db1e8184f5d7e8a1d7d966c9f0ec335e806a972f17,12207,accepted,completed,confirmed,1801940147,198.51.100.10,shared-smdpp.test,,,,,,,btwIcg3JE3pe4B_N79bTWXuZEeyCsCM93V6-c5DiYCrQpO2wP1hFB3wDGjZsmM73,EX3lKg85e--MxPZBdbJCLMDq1vTiwdwBFSLEYDiEkww,8CXNKhObWK2Z4ItiQWYkag,R6nUTPdW_VqSAqn8y39Eemed4VJ8YhI3l0fAXf6Nnl0,93e869dc802a0b6ab6534e28ccbaca1a68bdb38c0ae8554686c094c6e06c471e,da6c9bee9b0e67b88d88b07ad3756cf4c64379f919736216141c26f804a4a3e7,l142qFf7WKlMn0KfUY1bO8A5daexMtRGScOmCMRsBoOlBF26PPPVzmBkzanOAlEuzNrUkXMriQpvkCeYrT6x_DE
standard_rsp,5FD34A73E96FD96EA71E5C522D955971,MID-39AE6DDFE1146A0095305EBFBF7E7971,aura-smdpp.test,57d2f6c678d1c2a4d92d090b515b942f9f902f46c1dd50707c5b11b0de9cd22f,download,MNO-C,PROFILE-bddd4e93c3d9afa9fef7,57d2f6c678d1c2a4d92d090b515b942f9f902f46c1dd50707c5b11b0de9cd22f,12207,accepted,completed,confirmed,1802233769,198.51.100.10,shared-smdpp.test,89049032000000000000000000000113,370bc277cb888b7009a1f980c96345fb6e40474bd4cb62edcf2d73d054c40dff,fcef2e968d2207c19bf9535be0db4a97997889a775f3076f9f0c6ffe91da8cdb,4d1d48c1f83f7f35f59a9d3e36c9ce6ed21bb504861b44d959b9caee4b24dd56,MID-39AE6DDFE1146A0095305EBFBF7E7971,489289f2dca3cc7916bce7902e589eb1,,,,,,,
aura_rsp,8216223A3C1894D7C052E3F7E5EC802F,IAC-65E45199A93B9E155C48CACE3214128D,aura-smdpp.test,57d2f6c678d1c2a4d92d090b515b942f9f902f46c1dd50707c5b11b0de9cd22f,download,MNO-C,PROFILE-bddd4e93c3d9afa9fef7,57d2f6c678d1c2a4d92d090b515b942f9f902f46c1dd50707c5b11b0de9cd22f,12207,accepted,completed,confirmed,1802233769,198.51.100.10,shared-smdpp.test,,,,,,,_Kj_6kCeH2sMTvsrdTlG_OE8jTKURUGhBcNbW4cSipmBlPw4LlfVxoqJHxCrxQHG,0T78MUDvzh9q7Ud0IYGuq6h0QnlNfm26H59UhQLK6m4,LA9Oi8_yd4UsSSb9r0CzNQ,RvgU9hiXKrTc7LgUCBiPKg496RwOXCCFwk3wKOiRfV4,49f48f388e9d1e3f034a8ac1190eed89b4dd9ed2083e0110076111a9a614c126,25636a5fa944847f70e51243f68ae7fb50bc53397ce348096e622fd8bcff1146,IOI4gpvYVTI6XgO1KE3DDB59eE9MfNh8Esi1uu4Ph0P7eAMDPv-4OJSMTIMKWInUpreGj4nawu_20rNSNgbAQiI
standard_rsp,B3D0AC47C4A6663DACCACDD1E165CA00,MID-6F2DBA9B7856F3F6D09B32736A687FBC,aura-smdpp.test,b2878cfa3593becccbef601b12a69fb468f02a69d00a0ee5b01a3c8f1d28cc64,download,MNO-B,PROFILE-2c271bf6b95a29b5588b,b2878cfa3593becccbef601b12a69fb468f02a69d00a0ee5b01a3c8f1d28cc64,12207,accepted,completed,confirmed,1800545492,198.51.100.10,shared-smdpp.test,89049032000000000000000000000106,a303871116376fc5491996c79f007b0ae99771de2f0d3cacadefe927fa64a728,970d035628cb4dc5b8dbc2a6346c53461be986d0de2ffb42cac07a59a1585785,5d6954d24b2da59fc3ce1f13a318fce5ab15d5f376b0865afc38733c03e1c54c,MID-6F2DBA9B7856F3F6D09B32736A687FBC,7f96ddb4627e611bc52bc119fe637ec0,,,,,,,
aura_rsp,9ACEFA3A6FF9FEFBE7C606878AA89EA1,IAC-CCE94F34D1C86759D84AEB18951D3028,aura-smdpp.test,b2878cfa3593becccbef601b12a69fb468f02a69d00a0ee5b01a3c8f1d28cc64,download,MNO-B,PROFILE-2c271bf6b95a29b5588b,b2878cfa3593becccbef601b12a69fb468f02a69d00a0ee5b01a3c8f1d28cc64,12207,accepted,completed,confirmed,1800545492,198.51.100.10,shared-smdpp.test,,,,,,,AjIgTBC-9DY501R7Xi4GoH9PIQlSm87CBwUDQd-JFWeLZ9b-aWCxvnvp_ej78Yaq,LSrDpYYChrj_a8qlx0pJWFg-_TuHY9ydLueF6teffGs,5rf3CGLSxxZ2JzEf1801tQ,PvLRjZjHbfZ6gZHOaWKSLeU7FZtSq_pCHaemXx1nx2c,0e4a1bca4144a10666cf10046766f5fee6c7e4ede1ebf423d170fcbc5801761c,ebd08ff58d517ca7357393293adba30ffa65dc747d25a28f5e774771678d3705,8Q2Ocnv1Zz-ze4c0709BrE92nGBYrJ1p_4Pj-oeffISY9e4AtVk0U18944ySQqN20MYZ5_AmngUx0oGjJvpneUs
standard_rsp,B29794FB3ABC290A5822A81BA83B5F85,MID-606CC04E426E2AA2C3F1D3F2CC3C1E55,aura-smdpp.test,69a0dbd9f2a275c4e5739e0515d5a1d8ba42889c2f1096d3be296ca18bf17c7d,download,MNO-D,PROFILE-54ea8943420d493ca9cf,69a0dbd9f2a275c4e5739e0515d5a1d8ba42889c2f1096d3be296ca18bf17c7d,12207,accepted,completed,confirmed,1800998672,198.51.100.10,shared-smdpp.test,89049032000000000000000000000169,a26ba375efcaf04e736b27a8c80b50121e80db12eaac81f652a22dcb0ff3f14b,6c6029c2ededf11aea8d806bac1a4b9241cf2dc1b0fdc0de7e2d5099fd1be6c9,97e4697d05d3089d265a4b2e68fabedb3b6c6e350b8a9c4dba68cf693c052144,MID-606CC04E426E2AA2C3F1D3F2CC3C1E55,6730cb0654454fbfafe90230d4b5ebcc,,,,,,,
